Band,Headword,Inflections
10,silence,
10,sing,"sang, sung"
10,sir,
10,skin,"skinless, skinned"
10,sky,
10,slide,"slid, sliding"
10,slight,slightly
10,slip,
10,smart,"smartly, smarts"
10,smell,
10,smoke,"smoked, smokeless, smoking"
10,soft,"softly, softness"
10,software,
10,soldier,
10,solution,
10,somehow,
10,somewhere,
10,song,
10,soul,"soulful, soulless"
10,southern,southernmost
10,soviet,Soviet
10,species,
10,speech,speechless
10,speed,sped
10,spirit,spirited
10,spot,"spotless, spotted"
10,spread,spreading
10,square,"squared, squarely"
10,stare,
10,status,
10,steal,"stole*, stolen"
10,stone,
10,storm,
10,straight,
10,strange,"strangely, strangeness"
10,strength,
10,stress,"stressed, stressful"
10,stretch,stretched
10,struggle,
10,stupid,stupidly
10,suffer,
10,sugar,
10,suit,suited
10,(Sunday),
10,supply,
10,suppose,supposing
10,surface,
10,surgery,
10,survey,
10,survive,surviving
10,suspect,suspected
10,sweet,"sweetly, sweetness"
10,swing,swung
10,switch,"switched, switching"
10,talent,talented
10,tall,
10,tape,taped
10,target,targeted
10,task,
10,taste,"tasteful, tastefully, tasteless"
10,tea,
10,teaching*,
10,tear,"tearful, tearfully, tore, torn"
10,technical,technically
10,technique,
10,telephone,
10,television,
10,temperature,
10,tend,
10,terrible,terribly
10,text,
10,theater,theatre
10,therefore,
10,thick,thickly
10,thin,"thinly, thinness"
10,threat,
10,threaten,threatened
10,throughout,
10,ticket,
10,tie,tied
10,tight,"tightly, tightness, tights"
10,tiny,
10,tip,tipping
10,tired*,tiredness
10,title,
10,tomorrow,
10,tool,
10,tough,toughness
10,tour,touring
10,tradition,
10,traffic,trafficking
10,trail,
10,transfer,transferred
10,trial,
10,troop,
10,truck,trucking
10,(TV),
10,twenty,twenties
10,twice,
10,typical,typically
10,uh-huh,mhm
10,ultimate,ultimately
10,uncle,
10,understanding,
10,unfortunate,unfortunately
10,unique,"uniquely, uniqueness"
10,unite,united
10,unless,
10,upset,upsetting
10,urban,
10,user,
10,valley,
10,variable,variability
10,variety,
10,vary,"varied, varying"
10,vehicle,
10,version,
10,versus,vs.
10,vice,
10,victim,
10,victory,
10,video,
10,village,
10,violence,
10,virtual,virtually
10,vision,
10,visitor,
10,voter,
10,wake,"wakefulness, waking, woke, woken"
10,warm,"warming, warmly"
10,waste,"wasted, wasteful"
10,wave,
10,weapon,
10,weather,"weathered, weathering"
10,web,"webbed, webbing"
10,wedding,
10,weekend,
10,weight,"weighted, weightless, weightlessness"
10,western,
10,wild,"wildly, wildness"
10,willing,"willingly, willingness"
10,wine,
10,winter,wintering
10,witness,
10,wood,wooded
10,wow,
10,writer,
10,writing*,
10,yard,
10,yellow,"yellowed, yellowing, yellowish"
10,yesterday,
10,youth,youthful
11,abandon,abandoned
11,abortion,
11,absence,
11,academy,
11,accompany,accompanying
11,accomplish,accomplished
11,accurate,accurately
11,achievement,
11,acid,
11,acknowledge,acknowledged
11,acquire,acquired
11,acre,
11,activist,
11,ad,
11,adequate,adequately
11,adjust,adjusted
11,administrator,
11,adolescent,
11,advertise,"advertised, advertising"
11,advise,
11,adviser,advisor
11,advocate,
11,afford,
11,afterward,afterwards
11,agenda,
11,aggressive,"aggressively, aggressiveness"
11,(AIDS),
11,aircraft,
11,airline,
11,airport,
11,alarm,"alarmed, alarming, alarmingly"
11,album,
11,alcohol,
11,allege,"alleged, allegedly"
11,alliance,
11,ally,allied
11,alter,altered
11,amendment,
11,analyst,
11,analyze,analyse
11,ancient,
11,angel,
11,anger,
11,angle,"angled, angling"
11,anxiety,
11,apologize,apologise
11,appearance,
11,apple,
11,appoint,appointed
11,appointment,
11,approval,
11,approve,"approved, approvingly"
11,approximate,approximately
11,(Arab),
11,arise,"arisen, arose"
11,arrange,arranged
11,arrangement,
11,(Asian),
11,asleep,
11,assault,
11,assembly,
11,assess,assessed
11,asset,
11,assign,assigned
11,assist,assisted
11,assistance,
11,assumption,
11,assure,assuredly
11,athlete,
11,athletic,athletics
11,atmosphere,
11,attach,attached
11,attract,attracting
11,attractive,"attractively, attractiveness"
11,attribute,
11,aunt,
11,automatic,automatically
11,avenue,
11,awful,awfully
11,babe,
11,bake,"baked, baking"
11,ban,banned
11,barely,
11,barrier,
11,basketball,
11,bat,batting
11,bathroom,
11,bean,
11,bedroom,
11,beer,
11,beg,
11,bell,
11,belt,
11,bench,
11,bend,bent*
11,beneath,
11,beside,
11,besides,
11,bid,"bade, bidding"
11,bike,
11,bind,bound*
11,biological,biologically
11,birthday,
11,bite,"bit*, biting, bitten"
11,bitter,"bitterly, bitterness"
11,blind,"blinding, blindly, blindness"
11,bloody,bloodied
11,boil,"boiled, boiling"
11,boom,booming
11,boot,
11,bore,"bored, boring"
11,boss,
11,boundary,
11,bow,
11,boyfriend,
11,brand,branded
11,brave,bravely
11,bread,
11,breakfast,
11,breast,
11,breed,"bred, breeding"
11,brilliant,brilliantly
11,broadcast,broadcasting
11,broken*,
11,brush,brushing
11,buck,
11,bullet,
11,bunch,
11,burden,
11,bureau,
11,burst,
11,bury,buried
11,butter,buttered
11,button,
11,buyer,
11,bye,
11,cabinet,
11,cable,
11,cake,
11,calculate,calculated
11,calling*,
11,calorie,
11,campus,
11,(Canadian),
11,cap,"capped, capping"
11,capable,
11,capacity,
11,captain,
11,capture,
11,cat,
11,ceiling,
11,ceremony,
11,chain,
11,chamber,
11,champion,
11,championship,
11,channel,
11,charity,
11,charm,"charmed, charming, charmingly"
11,chart,
11,chase,
11,cheap,cheaply
11,cheek,
11,cheer,"cheerful, cheerfully, cheerfulness, cheers"
11,cheese,
11,chest,
11,childhood,
11,chill,"chilled, chilling"
11,chip,chipped
11,chocolate,
11,chop,chopped
11,cigarette,
11,cite,
11,civilian,
11,classic,
11,climate,
11,clinic,
11,clinical,clinically
11,clip,clipped
11,clock,
11,clothing,
11,cloud,cloudless
11,clue,clueless
11,coalition,
11,coat,coated
11,collapse,"collapsed, collapsing"
11,collective,collectively
11,column,
11,combat,
11,combination,
11,comfort,comforting
11,command,commanding
11,commander,
11,commissioner,
11,communicate,communicating
11,communist,Communist
11,comparison,
11,compete,competing
11,competitive,"competitively, competitiveness"
11,complain,
11,complaint,
11,complicate,"complicated, complicating"
11,component,
11,compound,
11,comprehensive,comprehensively
11,compromise,compromised
11,concentrate,concentrated
11,concentration,
11,concert,concerted
11,conclude,concluding
11,concrete,concretely
11,confidence,
11,confident,confidently
11,confront,
11,confuse,"confused, confusing"
11,congressional,
11,conservation,
11,considerable,considerably
11,consideration,
11,consist,
11,constitute,constituted
11,constitution,
11,constitutional,constitutionally
11,construct,constructed
11,consult,consulting
11,consultant,
11,contemporary,
11,contest,contested
11,continuous,continuously
11,contribution,
11,convention,
11,conventional,conventionally
11,convert,converted
11,convict,convicted
11,cooperation,
11,cope,
11,core,
11,corn,corned
11,corporate,
11,corporation,
11,correspondent,
11,counsel,"counseling, counselling"
11,counter,
11,cousin,
11,coverage,
11,crack,cracked
11,craft,crafted
11,cream,creamed
11,creation,
11,creative,creatively
11,creature,
11,creek,
11,crew,
11,criterion,criteria
11,criticism,
11,criticize,criticise
11,crop,"cropped, cropping"
11,crown,crowning
11,crucial,crucially
11,cruise,
11,crush,"crushed, crushing"
11,curious,curiously
11,curriculum,curricula
11,curve,"curved, curving"
11,custody,
11,cycle,cycling
11,dare,daring
11,darling,
11,dealer,
11,deck,
11,declare,declared
11,decrease,"decreased, decreasing"
11,defeat,defeated
11,defensive,"defensively, defensiveness"
11,deficit,
11,definition,
11,delay,delayed
11,deliberate,deliberately
11,delight,"delighted, delightful, delightfully"
11,delivery,
11,dependent,dependant
11,depression,
11,depth,
11,deputy,
11,derive,derived
11,description,
11,desert,deserted
11,designer,
11,desperate,desperately
11,detect,
11,detective,
11,devote,devoted
11,diet,
11,differ,differing
11,dig,dug
11,digital,digitally
11,dimension,
11,dine,dining
11,dirt,
11,dirty,
11,disability,
11,disagree,
11,disappoint,"disappointed, disappointing"
11,disaster,
11,discipline,disciplined
11,discovery,
11,dish,
11,disk,disc
11,dismiss,
11,disorder,"disordered, disorderly"
11,dispute,disputed
11,distant,distantly
11,distinct,distinctly
11,distinction,
11,distinguish,"distinguished, distinguishing"
11,distribute,distributed
11,distribution,
11,disturb,"disturbed, disturbing, disturbingly"
11,diversity,
11,(DNA),
11,dominate,dominated
11,downtown,
11,draft,"drafting, draught"
11,drag,
11,drain,drained
11,drama,
11,drawing*,
11,drift,
11,drill,drilling
11,duck,
11,duke,
11,dump,dumping
11,dust,dusting
11,dynamic,dynamics
11,eager,"eagerly, eagerness"
11,ease,
11,echo,
11,edition,
11,educate,educated
11,educator,
11,efficient,efficiently
11,elder,elderly
11,elect,elected
11,electric,
11,electricity,
11,electronic,"electronically, electronics"
11,elementary,
11,eliminate,
11,elite,
11,elsewhere,
11,embarrass,"embarrassed, embarrassing, embarrassingly"
11,embrace,
11,emotion,
11,emphasis,emphases
11,emphasize,emphasise
11,employ,employed
11,employer,
11,employment,
11,enable,
11,encounter,
11,enforcement,
11,enhance,enhanced
11,enormous,enormously
11,enterprise,
11,entertainment,
11,entrance,
11,entry,
11,equivalent,
11,era,
11,error,
11,essay,
11,establishment,
11,ethnic,ethnically
11,evaluate,
11,evaluation,
11,everywhere,
11,evident,evidently
11,evil,
11,evolve,"evolved, evolving"
11,examination,
11,excellent,
11,exception,
11,exclusive,exclusively
11,exhibit,
11,exhibition,
11,existence,
11,expansion,
11,expectation,
11,expense,
11,expensive,expensively
11,explanation,
11,export,
11,expose,exposed
11,exposure,
11,extensive,extensively
11,external,externally
11,extraordinary,extraordinarily
11,factory,
11,faculty,
11,fade,faded
11,false,falsely
11,fate,"fated, fateful"
11,(February),
11,fee,
11,fence,fencing
11,festival,
11,fiber,fibre
11,fifteen,
11,fifth,
11,fifty,fifties
11,flag,flagging
11,flash,
11,flavor,"flavored, flavorful, flavour"
11,flexible,flexibility
11,float,floating
11,flood,"flooded, flooding"
11,fold,"folded, folding"
11,fool,"foolish, foolishly, foolishness"
11,formal,formally
11,forth,
11,fortune,
11,forty,forties
11,found*,founding
11,founder,
11,framework,
11,frank,"frankly, frankness"
11,frequency,
11,frighten,"frightened, frightening, frighteningly"
11,frustrate,"frustrated, frustrating"
11,fuck,fucking
11,fundamental,fundamentally
11,funeral,
11,furniture,
11,gallery,
11,gang,
11,gap,
11,gate,gated
11,gay,gaily
11,gaze,
11,gear,
11,gender,
11,gene,
11,genetic,"genetically, genetics"
11,gentleman,gentlemanly
11,genuine,genuinely
11,gesture,
11,ghost,ghostly
11,girlfriend,
11,given*,
11,golden,
11,golf,golfing
11,goodbye,
11,gradual,gradually
11,grandfather,
11,grandmother,
11,grass,
11,grateful,gratefully
11,grave,gravely
11,gray,"graying, grayish, grey"
11,grill,grilled
11,grin,
11,grip,gripping
11,guarantee,guaranteed
11,ha,hah
11,habit,
11,harm,"harmful, harmless, harmlessly"
11,hat,
11,heal,healing
11,heaven,heavenly
11,height,
11,helping*,
11,hero,
11,highlight,
11,highway,
11,hip,
11,historian,
11,historic,
11,holy,holiness
11,hook,hooked
11,horrible,horribly
11,household,
11,hug,
11,hungry,hungrily
11,hurry,"hurried, hurriedly"
11,ideal,ideally
11,ill,
11,illegal,illegally
11,illness,
11,illustrate,illustrated
11,immigrant,
11,immigration,
11,implement,
11,implication,
11,imply,implied
11,import,imported
11,impose,imposed
11,impress,impressed
11,impression,
11,improvement,
11,incentive,
11,incident,
11,incorporate,incorporated
11,incredible,incredibly
11,independence,
11,index,"indexing, indices"
11,inevitable,"inevitability, inevitably"
11,infection,
11,inform,"informed, informing"
11,ingredient,
11,initiative,
11,injure,injured
11,inner,innermost
11,innocent,innocently
11,inquiry,enquiry
11,insight,insightful
11,inspire,"inspired, inspiring"
11,install,
11,instant,instantly
11,instrument,
11,integrate,integrated
11,intellectual,intellectually
11,intense,intensely
11,intention,
11,interaction,
11,interior,
11,internet,Internet
11,interpret,interpreting
11,interpretation,
11,interrupt,interrupted
11,intervention,
11,introduction,
11,invest,
11,investigate,
11,investigator,
11,investor,
11,involvement,
11,(Iraqi),
11,(Irish),
11,iron,ironing
11,(Islamic),
11,isolate,"isolated, isolating"
11,(Israeli),
11,(Italian),
11,jacket,
11,jet,
11,journalist,
11,journey,
11,joy,"joyful, joyfully"
11,judgment,judgement
11,juice,
11,junior,
11,jury,
11,justify,justified
11,killer,
11,killing*,
11,king,
11,knife,
11,lab,
11,label,"labeled, labelled, labelling"
11,laboratory,
11,landscape,"landscaped, landscaping"
11,lane,
11,lately,
11,(Latin),
11,latter,
11,laughter,
11,layer,"layered, layering"
11,leap,leapt
11,lecture,
11,legislation,
11,length,
11,liberty,
11,license,"licence, licensed, licensing"
11,lifetime,
11,literal,literally
11,literary,
11,lobby,lobbying
11,locate,
11,log,logging
11,long-term,
11,loose,loosely
11,lovely,loveliness
11,lover,
11,lower*,lowered
11,luck,
11,magic,
11,mail,
11,maker,
11,making*,
11,mama,"mamma, momma"
11,manner,mannered
11,manufacture,"manufactured, manufacturing"
11,manufacturer,
11,marine,
11,mask,"masked, masking"
11,massive,massively
11,maximum,maxima
11,meanwhile,
11,meat,
11,mechanism,
11,medium,
11,membership,
11,memorial,
11,metal,
11,meter,metering
11,(Mexican),
11,milk,milking
11,mine*,mining
11,minimum,
11,ministry,
11,minor,
11,minority,
11,miracle,
11,mirror,mirrored
11,missile,
11,missing*,
11,mixture,
11,mode,
11,moderate,"moderately, moderating"
11,mommy,
11,mood,
11,moon,moonless
11,moreover,
11,motor,motoring
11,mount,mounted
11,multiple,
11,muscle,
11,musical,musically
11,(Muslim),Moslem
11,mutual,mutually
11,mystery,
11,nail,
11,narrative,
11,navy,
11,nearby,
11,negotiate,"negotiated, negotiating"
11,negotiation,
11,nerve,
11,nervous,"nervously, nervousness"
11,net,netting
11,nevertheless,
11,noise,
11,notion,
11,nowhere,
11,numerous,
11,nut,nuts
11,obligation,
11,observation,
11,observer,
11,occasion,
11,occasional,occasionally
11,occupy,occupied
11,ocean,
11,odd,oddly
11,offense,offence
11,onion,
11,ooh,
11,opponent,
11,opposite,
11,opposition,
11,orange,
11,ordinary,ordinarily
11,organic,organically
11,origin,
11,ought,
11,ourselves,
11,outline,
11,oven,
11,overcome,overcame
11,overwhelm,"overwhelmed, overwhelming, overwhelmingly"
11,owe,owing
11,pace,
11,pale,
11,(Palestinian),
11,palm,
11,pan,
11,parallel,
11,parliament,
11,partial,partially
11,participation,
11,partnership,
11,passage,
11,passenger,
11,passion,
11,pause,
11,payment,
11,peak,peaked
11,peer,
11,penalty,
11,pepper,
11,perceive,perceived
11,percentage,
11,perception,
11,permanent,permanently
11,permit,permitted
11,personality,
11,personnel,
11,phase,phased
11,phenomenon,phenomena
11,philosophy,
11,phrase,
11,physician,
11,pile,
11,pilot,
11,pin,
11,pine,
11,pink,pinkish
11,pipe,piping
11,pitch,"pitched, pitching"
11,plain,plainly
11,planet,
11,platform,
11,pleasure,
11,plot,
11,poem,
11,pole,"Pole, Polish"
11,politician,
11,pollution,
11,port,
11,portion,
11,portrait,
11,pose,
11,possess,possessed
11,pot,potted
11,potato,
11,pour,poured
