Band,Headword,Inflections
16,wrangle,
16,wrangling,
16,wraparound,
16,wrest,
16,wristwatch,
16,write-off,
16,wrought*,
16,wrought-iron,
16,yak,
16,yam,
16,yap,
16,yardage,
16,yardstick,
16,yea,
16,(Yemeni),
16,yew,
16,yoke,
16,yon,
16,yonder,
16,(Yoruba),
16,yo-yo,
16,yuck,
16,yum,
16,yummy,
16,yuppie,
16,zealot,
16,zenith,
16,zillion,
16,(Zionism),
17,zodiac,
17,abalone,
17,abdication,
17,abductor,
17,aberrant,
17,abhorrent,
17,abominable,
17,aborigine,
17,abortive,
17,about-face,
17,above-mentioned,
17,abridge,
17,abrogate,
17,abscond,
17,absolution,
17,absolutism,
17,absolutist,
17,absorbent,
17,abstinent,
17,abstracted,
17,abuzz,
17,acacia,
17,academe,
17,academician,
17,(Acadian),
17,accessorize,
17,acclimate,
17,accouterments,accoutrements
17,acculturate,
17,accusatory,
17,acerbic,
17,acetaminophen,
17,acetate,
17,acolyte,
17,acquisitive,
17,acrimony,
17,actionable,
17,activator,
17,actualize,
17,actuarial,
17,addendum,
17,adder,
17,addressee,
17,adduce,
17,adieu,
17,adjournment,
17,adjudicator,
17,adjutant,
17,admittance,
17,adopter,
17,adrenal,
17,adroit,
17,adulterer,
17,adulterous,
17,adverb,
17,aerate,
17,aeration,
17,aeronautical,
17,affectation,
17,afire,
17,afoul,
17,afresh,
17,(Afro),
17,(Afro-Caribbean),
17,aftercare,
17,aftereffect,
17,afterglow,
17,after-hours,
17,aftermarket,
17,aftershave,
17,agape,
17,agar,
17,agave,
17,aglow,
17,agribusiness,
17,agriculturist,
17,aground,
17,airbrush,
17,air-conditioner,
17,airship,
17,airtime,
17,alabaster,
17,alarmist,
17,albatross,
17,albumin,
17,alchemist,
17,algebraic,
17,alimony,
17,alkali,
17,alkaloid,
17,all-around,
17,alleviation,
17,all-inclusive,
17,all-in-one,
17,all-nighter,
17,all-powerful,
17,all-round,
17,alluvial,
17,alms,
17,aloe,
17,also-ran,
17,altarpiece,
17,alternation,
17,amalgamate,
17,amalgamation,
17,amazonian,Amazonian
17,ambit,
17,(Americana),
17,(Americanism),
17,(Americanist),
17,(Amerindian),
17,amethyst,
17,amity,
17,amniotic,
17,amoral,
17,amortization,
17,anagram,
17,analgesia,
17,analogical,
17,anarchic,
17,(Anasazi),
17,anatomic,
17,anchorman,
17,androgynous,
17,angioplasty,
17,(Angolan),
17,animator,
17,animus,
17,anise,
17,annotation,
17,annualized,
17,annunciation,
17,anorak,
17,answerable,
17,antacid,
17,anteroom,
17,anthropomorphic,
17,anticancer,
17,antichoice,
17,antichrist,
17,anticipatory,
17,antidemocratic,
17,antifascist,
17,antifreeze,
17,antihistamine,
17,antilock,
17,antimissile,
17,antinuclear,
17,antipoverty,
17,antiquarian,
17,antiretroviral,
17,(anti-Semite),
17,antislavery,
17,antitank,
17,antiviral,
17,antsy,
17,anus,
17,aorta,
17,aortic,
17,apace,
17,aphorism,
17,aphrodisiac,
17,apical,
17,aplenty,
17,aplomb,
17,apocryphal,
17,apogee,
17,apostrophe,
17,apothecary,
17,apotheosis,
17,appellation,
17,appendicitis,
17,appetizing,
17,applesauce,
17,applicator,
17,apportion,
17,apprise,
17,apropos,
17,apse,
17,aquamarine,
17,aqueous,
17,arabesque,
17,arbitrage,
17,archdeacon,
17,archrival,
17,ardor,
17,(Argentinian),
17,argon,
17,argumentation,
17,argumentative,
17,aria,
17,armadillo,
17,armband,
17,armistice,
17,armory,
17,arraign,
17,arranger,
17,arrhythmia,
17,arsonist,
17,arthropod,
17,arthroscopic,
17,artiste,
17,arty,
17,ascendant,
17,asexual,
17,ashen,
17,ashram,
17,(Asiatic),
17,askance,
17,aspirant,
17,aspirate,
17,assembler,
17,(Assyrian),
17,astrologer,
17,astrological,
17,astrology,
17,astrophysical,
17,asunder,
17,asymmetric,
17,asynchronous,
17,atherosclerosis,
17,(Atlantean),
17,atoll,
17,atrial,
17,attache,
17,attenuation,
17,attorney-general,
17,auger,
17,augmentation,
17,augur,
17,aurora,
17,auteur,
17,authentication,
17,autocracy,
17,autocrat,
17,autonomic,
17,autumnal,
17,avenger,
17,aver,
17,aviary,
17,avionic,avionics
17,avoidable,
17,awe-inspiring,
17,awestruck,
17,axiomatic,
17,axon,
17,(Baathist),
17,(Babylonian),
17,bachelorette,
17,bacillus,
17,backbencher,
17,backboard,
17,backbreaking,
17,backdoor,
17,backfield,
17,backhoe,
17,backlit,
17,backpedal,
17,backroom,
17,backslide,
17,backstabbing,
17,backstreet,
17,backstroke,
17,backswing,
17,backwoods,
17,badass,
17,badmouth,
17,baggie,
17,bagpipe,
17,baleful,
17,ballpoint,
17,balsam,
17,balustrade,
17,banality,
17,bandleader,
17,bandstand,
17,bandy,
17,banger,
17,banishment,
17,banknote,
17,banquette,
17,banshee,
17,baptismal,
17,barbarism,
17,barbarous,
17,barbell,
17,bare-bones,
17,barium,
17,barmaid,
17,barman,
17,barnacle,
17,barnyard,
17,baroness,
17,barracuda,
17,barrette,
17,barroom,
17,basalt,
17,baseboard,
17,bashful,
17,bather,
17,bathhouse,
17,batterer,
17,battlement,
17,bauble,
17,bawdy,
17,(Bayesian),
17,beachhead,
17,beady,
17,beagle,
17,beaker,
17,beatific,
17,beautify,
17,beck,
17,bed-and-breakfast,
17,bedbug,
17,bedchamber,
17,bedclothes,
17,bedevil,
17,bedfellow,
17,bedlam,
17,(Bedouin),
17,bedpan,
17,bedraggle,bedraggled
17,bedridden,
17,bedsheet,
17,beekeeper,
17,beeline,
17,beeswax,
17,befuddle,befuddled
17,begonia,
17,behaviorist,
17,behoove,
17,bellicose,
17,bellman,
17,bellwether,
17,benediction,
17,beneficent,
17,berm,
17,beseech,
17,besot,besotted
17,bespeak,
17,bespectacled,
17,bespoke,
17,betroth,
17,betterment,
17,bevel,
17,bevy,
17,bibliographic,
17,bicarbonate,
17,bicentennial,
17,bicyclist,
17,bidirectional,
17,bifurcate,
17,biggie,
17,big-ticket,
17,bigwig,
17,bilge,
17,bilk,
17,billet,
17,bimonthly,
17,biochemist,
17,biodiesel,
17,bioethics,
17,biofeedback,
17,biometric,
17,bionic,
17,biopic,
17,bioterrorism,
17,biplane,
17,biracial,
17,birder,
17,birdhouse,
17,bird's-eye,
17,birdsong,
17,birdwatcher,
17,birdwatching,
17,birthmark,
17,birthrate,
17,bisect,
17,bisque,
17,bitchy,
17,bitty,
17,biweekly,
17,blab,
17,black-tie,
17,blase,
17,blasphemous,
17,bleary,
17,bleary-eyed,
17,blimp,
17,blinder,blinders
17,blinker,
17,bloodbath,
17,bloodhound,
17,bloodletting,
17,bloodline,
17,blood-red,
17,bloodthirsty,
17,bloomers,
17,blotter,
17,blow-dry,
17,bluebird,
17,bluefish,
17,bluegill,
17,blurb,
17,blustery,
17,boa,
17,boardinghouse,
17,boatload,
17,boatman,
17,bobble,
17,bobsled,
17,bod,
17,bodybuilder,
17,bodybuilding,
17,bogeyman,
17,boggle,
17,bolero,
17,boll,
17,bollocks,
17,bologna,
17,bombardier,
17,bombastic,
17,bondholder,
17,bonehead,
17,bonk,
17,bonkers,
17,bonsai,
17,booby,
17,bookend,
17,bookkeeper,
17,bookmaker,
17,boomerang,
17,boor,
17,bootleg,
17,bootstrap,
17,boozy,
17,borderland,
17,borehole,
17,bothersome,
17,bottler,
17,boudoir,
17,bougainvillea,
17,bouillon,
17,boxcar,
17,boxwood,
17,bozo,
17,bracken,
17,brackish,
17,brainy,
17,brasserie,
17,brassiere,
17,brassy,
17,brawn,
17,brawny,
17,bray,
17,breakage,
17,breakeven,
17,break-in,
17,breakneck,
17,breakwater,
17,breastbone,
17,breaststroke,
17,breathy,
17,bricklayer,
17,brickwork,
17,bridegroom,
17,brier,
17,bright-eyed,
17,brimstone,
17,bristly,
17,brogue,
17,broken-down,
17,bromide,
17,bronchial,
17,broomstick,
17,brushstroke,
17,brushwork,
17,buckskin,
17,buckwheat,
17,bucolic,
17,buffoon,
17,built-up,
17,bulgur,
17,bullfight,
17,bullhorn,
17,bullion,
17,bumblebee,
17,bungee,
17,bunt,
17,bunting,
17,burble,
17,burka,
17,burlesque,
17,burro,
17,busboy,
17,busload,
17,busty,
17,busybody,
17,butch,
17,buttercup,
17,butternut,
17,button-down,
17,buttonhole,
17,buyback,
17,buy-in,
17,bylaw,
17,byline,
17,byway,
17,cabal,
17,cabana,
17,cabdriver,
17,(Cabernet),
17,cabinetry,
17,cacao,
17,cad,
17,cagey,
17,cahoot,cahoots
17,cairn,
17,(Cajun),
17,calamari,
17,(Caledonian),
17,calico,
17,caliper,
17,calisthenic,
17,call-up,
17,callus,
17,caloric,
17,calve,
17,(Calvinist),
17,calypso,
17,(Cambrian),
17,camellia,
17,campy,
17,candelabrum,candelabra
17,candlelit,
17,can-do,
17,cannery,
17,cannibal,
17,cannibalize,
17,cannonball,
17,canonize,
17,cant,
17,cantankerous,
17,canto,
17,canton,
17,capacious,
17,capacitance,
17,capitalistic,
17,capitulation,
17,carapace,
17,caraway,
17,carbine,
17,carburetor,
17,carcinogenic,
17,cardamom,
17,card-carrying,
17,cardholder,
17,cardiology,
17,carjacking,
17,carnivorous,
17,carotene,
17,carpentry,
17,carpool,
17,carriageway,
17,carrion,
17,(Cartesian),
17,cartographer,
17,cartography,
17,cartwheel,
17,casein,
17,casement,
17,cashflow,
17,cash-strapped,
17,cassava,
17,(Castilian),
17,castoff,
17,castrate,
17,castration,
17,cataclysm,
17,catacomb,
17,catalyze,
17,catamaran,
17,catatonic,
17,catchall,
17,catharsis,
17,cathartic,
17,cathode,
17,cation,
17,cattail,
17,cattleman,
17,causative,
17,cavalryman,
17,caveman,
17,caw,
17,celebrant,
17,cellist,
17,cellmate,
17,celluloid,
17,(Celt),
17,centaur,
17,centenarian,
17,ceremonious,
17,certifiable,
17,certitude,
17,cerulean,
17,cervix,
17,cetacean,
17,chaff,
17,chairlift,
17,chalky,
17,chamois,
17,chancel,
17,chancery,
17,changeable,
17,changeover,
17,charlatan,
17,chartreuse,
17,chasten,chastened
17,chattel,
17,chauvinism,
17,chauvinist,
17,cheapen,
17,checkerboard,
17,cheerio,
17,cheesecloth,
17,cherub,
17,chessboard,
17,(Chicano),
17,chimera,
17,chino,
17,chintz,
17,chipmunk,
17,chiropractic,
17,chivalry,
17,chlamydia,
17,chlorinate,
17,chlorofluorocarbon,
17,chloroform,
17,chlorophyll,
17,chorizo,
17,chortle,
17,chow,
17,(Christological),
17,(Christology),
17,chromatic,
17,chromatography,
17,chromosomal,
17,chrysalis,
17,chrysanthemum,
17,chummy,
17,chump,
17,churchgoer,
17,churchgoing,
17,churchman,
17,chutzpah,
17,cinderblock,
17,cinematographer,
17,cipher,
17,circadian,
17,circuitous,
17,circulatory,
17,circumcise,
17,cirrhosis,
17,cityscape,
17,city-state,
17,cladding,
17,claret,
17,clarion,
17,classicism,
17,classicist,
17,claustrophobia,
17,clean-cut,
17,clean-shaven,
17,cleaver,
17,client-server,
17,cliffhanger,
17,climactic,
17,clime,
17,clincher,
17,clingy,
17,clitoris,
17,cloakroom,
17,clod,
17,closed-circuit,
17,clothier,
17,cloture,
17,cloy,cloying
17,clunk,
17,clunky,
17,(c/o),
17,coachman,
17,coattail,
17,coda,
17,coder,
17,codex,
17,coeducational,
17,coffeemaker,
17,cognate,
17,cohabit,
17,cohabitation,
17,coho,
17,coif,
17,coinage,
17,colander,
17,coldhearted,
17,coleslaw,
17,colic,
17,collapsible,
17,collate,
17,collectivism,
17,collectivist,
17,collegiality,
17,colliery,
17,colloquial,
17,collude,
17,colonialist,
17,colonizer,
17,color-coded,
17,colorist,
17,colossus,
17,(Columbian),
17,combustible,
17,comedic,
17,comely,
17,come-on,
17,commendation,
17,commercialism,
17,commingle,
17,commiserate,
17,commissary,
17,commode,
17,common-law,
17,communicable,
17,companionable,
17,compartmentalize,
17,complainant,
17,complicit,
17,comport,
17,compote,
17,concave,
17,concealer,
17,conclave,
17,concordance,
17,concubine,
17,concurrence,
17,condensate,
17,condescension,
17,conduction,
17,conductive,
17,conductivity,
17,confiscation,
17,conflagration,
17,conflation,
17,conformation,
17,(Confucian),
17,congeal,
17,congestive,
17,congratulatory,
17,congregant,
17,conjugate,
17,conk,
17,conquistador,
17,consecration,
17,constabulary,
17,constancy,
17,constitutionalism,
17,constriction,
17,consular,
17,consummation,
17,contemporaneous,
17,contemptible,
17,contortion,
17,contrarian,
17,contravene,
17,contravention,
17,contrite,
17,contrition,
17,contrivance,
17,convalescent,
17,conversant,
17,convivial,
17,convocation,
17,convulsive,
17,cookie-cutter,
17,cookout,
17,cookware,
17,coolant,
17,coolie,
17,coon,
17,coot,
17,(Copernican),
17,coppery,
17,copse,
17,copter,
17,copulate,
17,copulation,
17,cornea,
17,cornflakes,
17,cornice,
17,cornucopia,
17,coronal,
17,corporatism,
17,corporeal,
17,corroboration,
17,cortical,
17,cosmologist,
17,cosmonaut,
17,cosmopolitanism,
17,coterie,
17,councilwoman,
17,counterclockwise,
17,counterintelligence,
17,countermeasure,
17,counterrevolutionary,
17,counterweight,
17,countrywide,
17,countywide,
17,courtesan,
17,covering*,
17,coverlet,
17,cowgirl,
17,cowl,
17,crabby,
17,crackpot,
17,craftsperson,craftspeople
17,crampon,
17,cranium,
17,craven,
17,crawler,
17,creaky,
17,creationism,
17,creationist,
17,creche,
17,creditable,
17,creditworthy,
17,credulity,
17,creeper,
17,crematorium,
17,creosote,
17,cress,
17,cretaceous,Cretaceous
17,crevasse,
17,(Crimean),
17,criminologist,
17,criminology,
17,croc,
17,crockery,
17,crocus,
17,crone,
17,crooner,
17,crossbar,
17,crosscut,
17,crouton,
17,crowbar,
17,crud,
17,crumbly,
17,crusher,
17,cryogenic,
17,c-section,C-section
17,cubism,
17,cultivator,
17,culvert,
17,cupola,
17,curable,
17,curative,
17,curatorial,
17,curdle,
17,curler,
17,curmudgeon,
17,cursive,
17,curtsy,
17,curveball,
17,curvy,
17,custom-built,
17,customization,
17,cutaneous,
17,cutaway,
17,cutie,
17,cutlet,
17,cybernetic,
17,cyborg,
17,cymbal,
17,cytoplasm,
17,cytoplasmic,
17,czarist,
17,(Czechoslovak),
17,dacha,
17,daguerreotype,
17,dahlia,
17,dale,
17,dalliance,
17,dalmatian,Dalmatian
17,damask,
17,dandruff,
17,daredevil,
17,daresay,
17,(Darwinism),
17,dastard,dastardly
17,daub,
17,dawdle,
17,deactivate,
17,deaden,
17,debater,
17,debauchery,
17,debenture,
17,debug,
17,debutante,
17,decal,
17,decanter,
17,decelerate,
17,deceleration,
17,declaim,
17,declarative,
17,declination,
17,decoder,
17,decolonization,
17,decompression,
17,decontamination,
17,decorous,
17,deductive,
17,de-emphasize,
17,deep-fried,
17,deep-rooted,
17,deep-set,
17,deface,
17,defame,
17,deferment,
17,deferral,
17,definable,
17,defray,
17,defrost,
17,deictic,
17,deign,
17,deliberative,
17,delicatessen,
17,delimit,
17,delineation,
17,demagogue,
17,demagoguery,
17,demarcate,
17,demilitarize,demilitarized
17,demobilization,
17,demography,
17,demonstrative,
17,demotion,
17,demystify,
17,dengue,
17,denouement,
17,dentistry,
17,denture,dentures
17,denude,
17,depopulation,
17,depository,
17,deprave,depraved
17,depravity,
17,depreciate,
17,depredation,
17,dereliction,
17,dermatology,
17,dervish,
17,desalination,
17,desecrate,
17,desecration,
17,desegregate,
17,desensitize,
17,desertification,
17,desiccate,desiccated
17,desist,
17,despot,
17,despotic,
17,despotism,
17,destabilization,
17,desultory,
17,detachable,
17,detente,
17,determinate,
17,deterministic,
17,detonator,
17,detox,
17,detoxification,
17,deuterium,
17,dewy,
17,dial-up,
17,diametrical,diametrically
17,diarist,
17,diastolic,
17,diatribe,
17,dick,
17,dictation,
17,dietetic,
17,diffident,
17,digress,
17,digression,
17,dilation,
17,diminution,
17,dinar,
17,ding,
17,dinky,
17,dint,
17,diorama,
17,diphtheria,
17,directorial,
17,directorship,
17,dis,
17,disaffection,
17,disbar,
17,disburse,
17,disbursement,
17,discipleship,
17,disciplinarian,
17,discoloration,
17,disconnection,
17,disconsolate,
17,discontinuous,
17,discordant,
17,discounter,
17,discouragement,
17,discoverer,
17,discus,
17,disenchantment,
17,disgorge,
17,dishonorable,
17,disincline,disinclined
17,disinfect,
17,disinformation,
17,disjunction,
17,disloyalty,
17,dismemberment,
17,disobedient,
17,disorganization,
17,dispensary,
17,dispossession,
17,disqualification,
17,disrepair,
17,disreputable,
17,disrepute,
17,dissension,
17,dissipation,
17,distend,
17,distillation,
17,distiller,
17,distributional,
17,distributive,
17,disunity,
17,dither,
17,ditty,
17,diurnal,
17,divan,
17,diviner,
17,divorcee,
17,divvy,
17,docent,
17,docker,
17,dockside,
17,doctrinaire,
17,dodgy,
17,doe,
17,doer,
17,dogear,dogeared
17,doghouse,
17,dogmatism,
17,do-gooder,
17,doily,
17,doldrums,
17,dollhouse,
17,domestication,
17,domineer,domineering
17,doomsday,
17,doormat,
17,dopey,
17,dork,
17,dormer,
17,double-blind,
17,double-breasted,
17,doubleheader,
17,doublet,
17,doubter,
17,dowager,
17,dowdy,
17,dowel,
17,downcast,
17,downer,
17,down-home,
17,downloadable,
17,downriver,
17,downswing,
17,downtrodden,
17,downy,
17,draftee,
17,drafter,
17,drafty,
17,dragoon,
17,drainpipe,
17,dram,
17,dramatist,
17,drawbridge,
17,drawn-out,
17,drawstring,
17,dreadlocks,
17,dregs,
17,dressmaker,
17,dress-up,
17,dressy,
17,driller,
17,drive-through,
17,droll,
17,droopy,
17,drop-dead,
17,drudgery,
17,drumbeat,
17,drumstick,
17,drunkard,
17,ducal,
17,duh,
17,duplicity,
17,dustbin,
17,(Dutchman),
17,duty-free,
17,dynastic,
17,dysentery,
17,dyslexic,
17,eardrum,
17,earlobe,
17,earpiece,
17,earplug,
17,earthbound,
17,earthwork,
17,easterly,
17,ebullient,
17,ecliptic,
17,economize,
17,ecotourism,
17,(Ecuadorian),
17,ecumenism,
17,eczema,
17,editorialize,
17,efface,
17,effeminate,
17,effusion,
17,effusive,
17,egalitarianism,
17,eggnog,
17,egocentric,
17,egotistical,
17,egret,
17,ejaculate,
17,ejaculation,
17,electrification,
17,electrocute,
17,elegy,
17,elitism,
17,ellipse,
17,elongation,
17,emancipate,
17,emasculate,
17,embezzle,
17,embezzlement,
17,emcee,
17,emitter,
17,empiricism,
17,empiricist,
17,emu,
17,enabler,
17,encephalitis,
17,encoder,
17,encrust,
17,encumber,
17,encyclopedic,
17,endangerment,
17,endearment,
17,endgame,
17,endive,
17,endocrine,
17,endocrinologist,
17,endorphin,
17,enema,
17,enfold,
17,engraver,
17,enhancer,
17,enlistment,
17,ennoble,
17,ennui,
17,enrapture,
17,ensign,
17,enslavement,
17,ensnare,
17,enticement,
17,entomb,
17,entomology,
17,entrails,
17,entrap,
17,entrapment,
17,entreaty,
17,enumeration,
17,ephemera,
17,epidermis,
17,epidural,
17,epileptic,
17,epilogue,
17,epistle,
17,epithelium,
17,eponymous,
17,equalization,
17,equalizer,
17,equanimity,
17,equine,
17,equivocal,
17,erasure,
17,erectile,
17,eroticism,
17,ersatz,
17,erudite,
17,erudition,
17,escapee,
17,escapism,
17,escarpment,
17,escrow,
17,esplanade,
17,estimator,
17,eta,
17,ethnocentric,
17,ethnocentrism,
17,ethylene,
17,(Etruscan),
17,etymological,
17,etymology,
17,eunuch,
17,euphemistic,
17,(Eurasian),
17,(Eurocentric),
17,eurozone,
17,evangelize,
17,evenhanded,
17,eventuality,
17,evildoer,
17,eviscerate,
17,evolutionist,
17,exaltation,
17,excavator,
17,excellency,
17,excitable,
17,excommunicate,
17,excommunication,
17,excoriate,
17,excrement,
17,excrete,
17,exegesis,
17,exerciser,
17,exfoliate,
17,exhalation,
17,existent,
17,exorcise,
17,exorcist,
17,exoskeleton,
17,expandable,
17,expansionist,
17,expeditious,expeditiously
17,expiry,
17,explicate,
17,explication,
17,exploitative,
17,expressionism,
17,expropriate,
17,expropriation,
17,expunge,
17,extenuate,extenuating
17,exterminator,
17,extroversion,
17,extrude,
17,exult,
17,eyeliner,
17,eyeopening,
17,eyeshadow,
17,eyesore,
17,face-off,
17,facetious,
17,facilitation,
17,fact-finding,
17,factional,
17,factorial,
17,faggot,
17,failsafe,
17,fair-haired,
17,fajita,
17,fallback,
17,falsetto,
17,falsification,
17,falsity,
17,famish,famished
17,farcical,
17,farmstead,
17,farmyard,
17,farsighted,
17,fascia,
17,fashionista,
17,fast-track,
17,fatalism,
17,fatalistic,
17,fatherland,
17,fatuous,
17,fatwa,
17,fave,
17,feckless,
17,fecundity,
17,federate,federated
17,fedora,
17,feeler,
17,feint,
17,femoral,
17,fen,
17,fess,
17,fetid,
17,feudalism,
17,fib,
17,fibrillation,
17,fictionalize,
17,fidgety,
17,fiefdom,
17,fieldworker,
17,fiftieth,
17,figment,
17,figurehead,
17,filer,
17,filial,
17,filigree,
17,finch,
17,finery,
17,finial,
17,finicky,
17,firebomb,
17,firebrand,
17,firefighting,
17,firehouse,
17,fireside,
17,firmament,
17,fishnet,
17,fishtail,
17,fissile,
17,fistfight,
17,fistula,
17,fitter*,
17,fivefold,
17,fixative,
17,fixer,
17,flabbergast,flabbergasted
17,flabby,
17,flaccid,
17,flack,
17,flagpole,
17,flagstone,
17,flan,
17,flange,
17,flareup,
17,flashbulb,
17,flatbed,
17,flatscreen,
17,flatware,
17,flax,
17,flippant,
17,flirty,
17,floater,
17,floe,
17,flogging,
17,floodgate,
17,floret,
17,florid,
17,flotsam,
17,flounce,
17,flyby,
17,flywheel,
17,foamy,
17,fob,
17,foible,
17,foist,
17,folksy,
17,folktale,
17,follicle,
17,follow-through,
17,fondant,
17,fondue,
17,foodie,
17,foolhardy,
17,footbridge,
17,footfall,
17,footman,
17,footwork,
17,forager,
17,forbearance,
17,forceps,
17,forefoot,
17,forehand,
17,foreleg,
17,forewarn,
17,forfeiture,
17,forger,
17,forgettable,
17,forklift,
17,formalism,
17,formalist,
17,formulaic,
17,forthwith,
17,fortuneteller,
17,fossilize,fossilized
17,fourfold,
17,four-legged,
17,fourposter,
17,foxhole,
17,fracas,
17,fractious,
17,(Frankish),
17,frazzle,
17,freebie,
17,free-floating,
17,free-for-all,
17,freeform,
17,freehold,
17,freeholder,
17,freelancer,
17,free-range,
17,freeze-dry,freeze-dried
17,frequent-flier,
17,fresh-faced,
17,friendly*,
17,frisk,
17,frisky,
17,frisson,
17,frivolity,
17,frizzy,
17,frontage,
17,frontman,
17,fructose,
17,frugality,
17,fruitcake,
17,fryer,
17,fuchsia,
17,fugue,
17,fulcrum,
17,full-bodied,
17,full-grown,
17,full-on,
17,functionalist,
17,functionary,
17,funerary,
17,fungicide,
17,furlong,
17,futon,
17,gab,
17,gaga,
17,gaggle,
17,gaiety,
17,gainer,
17,gainful,
17,gallantry,
17,(Gallic),
17,gallows,
17,gamer,
17,gangling,gangly
17,ganglion,
17,gangplank,
17,gangsta,
17,gangway,
17,gantry,
17,garble,garbled
17,gardenia,
17,garden-variety,
17,gargle,
17,garret,
17,gasket,
17,gastritis,
17,gatehouse,
17,gatherer,
17,gauche,
17,gaucho,
17,(Gaussian),
17,gauzy,
17,gazelle,
17,gecko,
17,geeky,
17,geezer,
17,geisha,
17,gelding,
17,gemstone,
17,gendarme,
17,genealogical,
17,general-purpose,
17,generative,
17,genitalia,
17,genocidal,
17,gentrification,
17,geopolitics,
17,germane,
17,germination,
17,gestalt,
17,gestational,
17,get-together,
17,getup,
17,gibberish,
17,giblet,
17,gigabyte,
17,gingham,
17,ginkgo,
17,ginseng,
17,gird,
17,girder,
17,girlhood,
17,give-and-take,
17,glaucoma,
17,glimmering,
17,glittery,
17,glitz,
17,glob,
17,globule,
17,glorification,
17,glutton,
17,gnarly,
17,gnash,
17,gnocchi,
17,gnome,
17,goaltender,
17,gob,
17,go-between,
17,godawful,
17,goddammit,
17,god-fearing,God-fearing
17,godforsaken,
17,godly,
17,godparent,
17,goer,
17,go-go,
17,goings-on,
17,goldenrod,
17,gold-plated,
17,golem,
17,goner,
17,gonorrhea,
17,goodhearted,
17,good-sized,
17,gossamer,
17,gout,
17,gradation,
17,gramophone,
17,granary,
17,granddaddy,
17,grantee,
17,granular,
17,granulation,
17,gratin,
17,gratuity,
17,gravelly,
17,great-aunt,
17,great-grandchild,great-grandchildren
17,great-grandson,
17,great-uncle,
17,(Gregorian),
17,grenadier,
17,griddle,
17,gridiron,
17,grief-stricken,
17,grinch,
17,gringo,
17,grist,
17,grommet,
17,groovy,
17,grounder,
17,groundhog,
17,groundswell,
17,grouper,
17,grout,
17,grovel,
17,grunge,
17,guacamole,
17,guardrail,
17,guava,
17,guesswork,
17,gulag,
17,gully,
17,gummy,
17,gunfight,
17,gung-ho,
17,gunk,
17,gunship,
17,gunwale,
17,gusty,
17,guttural,
17,gut-wrenching,
17,guzzle,
17,gynecological,
17,gynecology,
17,gypsum,
17,gyrate,
17,gyroscope,
17,habituation,
17,hackle,
17,hag,
17,haiku,
17,hairbrush,
17,hairpin,
17,hair-raising,
17,hairspray,
17,hairstylist,
17,half-and-half,
17,half-baked,
17,half-life,
17,half-light,
17,half-sister,
17,half-truth,
17,hallo,
17,hallucinatory,
17,halogen,
17,handball,
17,handhold,
17,handicraft,
17,handmaid,
17,hand-me-down,
17,handover,
17,handprint,
17,handrail,
17,hands-off,
17,hand-to-hand,
17,hangman,
17,hangup,
17,hankie,
17,happenstance,
17,hardback,
17,hard-edged,
17,hard-fought,
17,hardheaded,
17,hard-hitting,
17,hard-nosed,
17,hardscrabble,
17,hardwired,
17,harlequin,
17,harmonization,
17,harpoon,
17,harpsichord,
17,harpy,
17,harvester,
17,has-been,
17,(Hasidic),
17,hatchback,
17,hatchling,
17,haulage,
17,hawthorn,
17,hayride,
17,haywire,
17,headgear,
17,headhunter,
17,headliner,
17,headmistress,
17,head-on,
17,headrest,
17,headroom,
17,headscarf,
17,headstrong,
17,headwaters,
17,hearken,
17,heartrending,
17,heart-stopping,
17,heartthrob,
17,heart-to-heart,
17,heartwarming,
17,heather,
17,heavyset,
17,heckle,
17,heckler,
17,(Hegelian),
17,heifer,
17,(Hellenistic),
17,hellfire,
17,hellhole,
17,helluva,
17,helpline,
17,hemispheric,
17,hemline,
17,hemorrhagic,
17,henna,
17,heparin,
17,herbaceous,
17,herbalist,
17,herculean,
17,heretical,
17,hesitancy,
17,hessian,Hessian
17,heterosexuality,
17,hex,
17,hexagonal,
17,hibernate,
17,hibernation,
17,hibiscus,
17,hide-and-seek,
17,hieroglyphic,
17,hi-fi,
17,highbrow,
17,high-class,
17,higher-up,
17,high-five,
17,high-grade,
17,high-heeled,
17,high-minded,
17,high-strung,
17,hightail,
17,hijab,
17,hilarity,
17,hillbilly,
17,hillock,
17,hindquarter,
17,hippo,
17,hipster,
17,histamine,
17,histogram,
17,histology,
17,historicity,
17,histrionic,
17,hitchhiker,
17,hither,
17,hitman,
17,hiya,
17,hobbyist,
17,hobo,
17,hodgepodge,
17,holdover,
17,holdup,
17,holographic,
17,homeboy,
17,homebuyer,
17,homeopathic,
17,homeopathy,
17,homeroom,
17,homespun,
17,homesteader,
17,homeward,
17,homogenize,
17,homogenous,
17,homologous,
17,honcho,
17,honeybee,
17,honeycomb,
17,honeymooner,
17,honoree,
17,hoodie,
17,hoodlum,
17,hooky,
17,hooter,
17,hoped-for,
17,hopscotch,
17,hornet,
17,horoscope,
17,horticulture,
17,horticulturist,
17,hot-button,
17,hotdog,
17,hotelier,
17,hothead,
17,hothouse,
17,hotspot,
17,hottie,
17,hourglass,
17,houseboat,
17,houseguest,
17,houseplant,
17,housewares,
17,hovel,
17,howitzer,
17,howler,
17,hubbub,
17,huckleberry,
17,hula,
17,humanoid,
17,humbug,
17,humdrum,
17,hummer,
17,hummus,
17,humongous,
